Name	Set	ImageFile	Energy	Attack	Counter	Class	Type	Weapon Rank	Equipment	Leadership	Constitution	Relationships	Skills/Abilities/Affinity	Emblem Powers/Sacred Stones/Divine Siblings	Special Abilities	Use Timing	Effect	Nation	Rom. Name	Script
Valter (Lv10)	R5	R5-021.png	8	4	2	Wyvern Knight	Male/Lance/Direct/Flying	Lance A	Silver Lance	1				Sacred Stone [Fire]: Enemy units that take damage cannot counterattack.	[Split Off]: After an action, the unit can move to an adjacent space.			Grado Empire	Walter	
Bael (Lv10)	R5	R5-022.png	6	3	1	Monster	Male/Soldier/Claw/Direct/Infantry		Sharp Claw: Negates effects that reduce damage received. / Vulnerary [Heal] (Outside the Battlefield 2): Instead of acting, place 2 chips from the used chip pile onto self or an adjacent unit of your army.						This unit is treated as having the [Dark] affinity.			Demon King's Army		
Gargoyle (Lv10)	R5	R5-023.png	6	2	1	Monster	Male/Soldier/Lance/Direct/Flying	Lance B	Iron Lance / Talisman: Magic damage received -1						This unit is treated as having the [Dark] affinity.			Demon King's Army		
Revenant (Lv10)	R5	R5-024.png	5	2	1	Monster	Male/Soldier/Claw/Direct/Infantry		Poison Claw: During the Processing Step, deals 1 damage / Chest Key: +1 hand size						This unit is treated as having the [Dark] affinity.			Demon King's Army		
Draco Zombie (Lv10)	R5	R5-025.png	5	3	1	Monster/Dragon	Male/Breath/Flying		Wretched Air: Deals +1 damage. Negates effects that reduce damage received.						This unit is treated as having the [Dark] affinity. / [Corrupted Scales] Receives -1 damage.			Demon King's Army		
Mogall (Lv10)	R5	R5-026.png	5	3	1	Monster	Male/Soldier/Dark/Magic/Flying	Dark C	Evil Eye / Torch: Can invade any land.						This unit is treated as having the [Dark] affinity.			Demon King's Army		
Maelduin (Lv10)	R5	R5-027.png	6	3	2	Monster	Male/Soldier/Axe/Direct/Cavalry	Axe A / Bow A	Steel Axe / Red Gem: Counts as 2 cards when used for a deck or outside the battlefield cost.						This unit is treated as having the [Dark] affinity. / [Split Off]: After an action, the unit can move to an adjacent space.			Demon King's Army		
Ross (Lv15)	R5	R5-028.png	7	5	2	Hero	Male/Axe/Direct/Infantry	Sword A / Axe S	Silver Axe			Father: Garcia / Support: Ewan, Amelia		Sacred Stone [Fire]: Enemy units that take damage cannot counterattack.	[First Strike] (Outside the Battlefield 1): When an enemy unit moves adjacent to this unit, that unit receives 1 damage.			Kingdom of Renais	Ross	
Gilliam (Lv15)	R5	R5-029.png	8	3	2	General	Male/Axe/Direct/Infantry	Sword A / Lance S / Axe A	Silver Axe			Support: Garcia, Syrene		Sacred Stone [Thunder]: +1 maximum energy.	[Heavy Knight Stance]: When in a standby state, receives -2 damage as a damage modifier.			Kingdom of Frelia	Gilliam	
Tana (Lv15)	R5	R5-030.png	7	3	2	Falcoknight	Female/Lance/Direct/Flying	Sword A / Lance S	Silver Lance			Father: Hayden / Brother: Innes / Support: Syrene, Cormag		Sacred Stone [Wind]: Can move within the movement range of Flying units.	[Split Off]: After an action, the unit can move to an adjacent space.			Kingdom of Frelia	Turner	
Vanessa (Lv15)	R5	R5-031.png	7	3	2	Falcoknight	Female/Lance/Direct/Flying	Sword A / Lance S	Silver Lance			Sister: Syrene / Support: Syrene, Innes		Sacred Stone [Anima]: Can equip up to 2 weapon or magic cards.	[Split Off]: After an action, the unit can move to an adjacent space.			Kingdom of Frelia	Vanessa	
Marisa (Lv15)	R5	R5-032.png	7	3	2	Swordmaster	Female/Sword/Direct/Infantry	Sword S	Silver Sword			Support: Tethys, Colm		Sacred Stone [Ice]: Negate damage received from the weapon triangle.	[Double Strike] (Outside the Battlefield 1): Number of attacks x2. Consumes the chips required for each attack.			Kingdom of Jehanna	Marica	
Ewan (Lv15)	R5	R5-033.png	7	3	2	Sage	Male/Light/Magic/Infantry	Staff A / Anima S / Light A	Lightning			Support: Amelia, Ross		Sacred Stone [Light]: Can attack or counterattack within the range depicted. (Magic attack range).	[Absolute Magic Zone] (Outside the Battlefield 3): During the Preparation Second, surprise cards cannot be used.				Ewan	
Amelia (Lv15)	R5	R5-034.png	6	3	2	Great Knight	Female/Axe/Direct/Cavalry	Sword A / Lance A / Axe S	Silver Axe			Mother: Melina / Support: Ross, Ewan		Sacred Stone [Thunder]: +1 maximum energy.	[Defensive Stance]: If this unit did not move this turn, receives -1 damage.			Grado Empire	Amelia	
Natasha (Lv15)	R5	R5-035.png	7	3	2	Bishop	Female/Light/Magic/Infantry	Staff S / Light A	Lightning			Support: Cormag, Seth		Sacred Stone [Ice]: Negate damage received from the weapon triangle.	[Absolute Magic Zone] (Outside the Battlefield 3): During the Preparation Second, surprise cards cannot be used.			Grado Empire	Natasha	
Runesword	R5	R5-036.png	1	3			Weapon	Sword B									When attacking or counterattacking with this weapon, place 1 used chip on this unit after processing combat results. If you attack or counterattack a unit that is not adjacent, remove this card.			
Horseslayer	R5	R5-037.png	1	3			Weapon	Lance C									[Effective Attack] Deals +1 damage vs. cavalry as a damage modifier. / [Compatible B] When a unit with [Equipment Level: Lance B] attacks or counterattacks with this weapon, effects that would reduce damage as a damage modifier or reduce the number of attacks are negated.			
Dragon Lance	R5	R5-038.png	2	3			Weapon	Lance B									If you attack or counterattack with this weapon, negate the effects of [Red Scales], [White Scales], [Magic Scales], [Green Scales], and [Divine Scales]. [Effective Attack] +3 damage vs. dragon-types. Dragon-type: Units with the word "Dragon" or "Dragon Tribe" in their description (class).			
Cursed Lance	R5	R5-039.png	1	2			Weapon	Lance C									When "Valter" attacks or counterattacks, the damage dealt is increased by +3 as a damage modifier. If an enemy is within the attack range, he must declare an attacking or counterattack using this weapon. When "Cormag"  attacks or counterattacks, the damage dealt is increased by +2 as a damage modifier and the energy chip cost is reduced by -1. When a character other than "Valter" or "Cormag" attacks or counterattacks, the damage dealt is increased by +2 as a damage modifier. If an enemy is within the attack range, they must declare an attacking or counterattack using this card.			
Battle Axe	R5	R5-040.png	3	4			Weapon	Axe B									This card is removed after use. Remove all cards attached to enemy units damaged by this weapon's attack or counterattack.			
Audhulma	R5	R5-041.png	2	5			Weapon	Sword S									Only 1 of this weapon can be placed on the field, and it can only be equipped to units that possess a "Sacred Stone ability". If there are two or more units of your army with a "Sacred Stone ability", the weapon level requirement to attach this card is reduced by -1. When this weapon is selected during combat, the effect of text on the attack target is negated. When attacking or counterattacking a "Monster" unit, the damage dealt is increased by +2 as a damage modifier. / [Audhulma]: Damage received from magic attacks or counterattacks is reduced by -1 as a damage modifier. / [Sacred Twin Ice Sword] (Unused 2): During your Item Step, you may send this card from your hand outside the battlefield. Until the end of the turn, units of your army gain [Audhulma].			
Nidhogg	R5	R5-042.png	2	5			Weapon	Bow S									Only 1 of this weapon can be placed on the field, and it can only be equipped to units that possess a "Sacred Stone ability". If there are two or more units of your army with a "Sacred Stone ability", the weapon level requirement to attach this card is reduced by -1. When this weapon is selected during combat, the effect of text on the attack target is negated. When attacking or counterattacking a "Monster" unit, the damage dealt is increased by +2 as a damage modifier. / [Nidhogg]: When dealing damage, move 1 of your used chips to your unused chip pile. / [Sacred Twin Serpent Bow] (Unused 2): During your Item Step, you may send this card from your hand outside the battlefield. Until the end of the turn, units of your army gain [Nidhogg].			
Shine	R5	R5-043.png	2	3			Magic	Light C									This card is removed after use. While this card is attached, increase the [Light] weapon level by +1. While this card is attached, you may attach 1 additional weapon or magic card. This card is removed even if [Afterimage] is used.			
Excalibur (Sacred)	R5	R5-044.png	3	5			Magic	Anima S									Only 1 of this magic can be placed on the field, and it can only be equipped to units that possess a "Sacred Stone ability". If there are two or more units of your army with a "Sacred Stone ability", the weapon level requirement to attach this card is reduced by -1. When this weapon is selected during combat, the effect of text on the attack target is negated. When attacking or counterattacking a "Monster" unit, the damage dealt is increased by +2 as a damage modifier. Attacking or counterattacking with his magic consumes 2 energy chips. / [Excalibur]: Do not receive a counterattack. Negates effects that reduce damage or reduce the number of attacks. / [Sacred Twin Wind Tome] (Unused 2): During your Item Step, you may send this card from your hand outside the battlefield. Until the end of the turn, units of your army gain [Excalibur].			
Ivaldi	R5	R5-045.png	3	5			Magic	Light S									Only 1 of this magic can be placed on the field, and it can only be equipped to units that possess a "Sacred Stone ability". If there are two or more units of your army with a "Sacred Stone ability", the weapon level requirement to attach this card is reduced by -1. When this weapon is selected during combat, the effect of text on the attack target is negated. When attacking or counterattacking a "Monster" unit, the damage dealt is increased by +2 as a damage modifier. Attacking or counterattacking with his magic consumes 2 energy chips. / [Ivaldi]: Damage received from magic attacks or counterattacks is reduced by -1 as a damage modifier. / [Sacred Twin Glorious Light] (Unused 2): During your Item Step, you may send this card from your hand outside the battlefield. Until the end of the turn, units of your army gain [Ivaldi].			
To Protect	R5	R5-046.png	1				Surprise									When an enemy declares an attack or counterattack	During this battle, instead of removing chips from the target unit equal to the damage it receives, you may remove them from 1 of your units that has a support relationship with the target unit. If they cannot be removed, this effect is negated.			
Emergency Deployment	R5	R5-047.png	4				Surprise									At the beginning of your or your opponent's Invasion Phase	Target 2 units of your army. Select 1 weapon, magic, or item card attached to one of the target units. Then, swap it with a card of the same typed attached to the other target unit. If the requirement for attaching it is not met, this effect is negated. The chip cost for playing this card is reduced equal to the number of units of your army on the field that possess "Sacred Stone ability".		
Interception Formation (Formation)	R5	R5-048.png	2				Surprise									When an enemy declares an attack	Can be used if units of your army are placed in the squares as depicted. Target 1 unit of your army that is in the squares as depicted. The number of attacks performed against the target unit by the attacking enemy unit becomes 0. During damage calculation, move the target unit 1 square backwards if possible. 			
National Power Buildup	R5	R5-049.png	2				Surprise									Anytime during your or your opponent's Invasion Phase	Move up to 4 chips from your used chip pile to your unused chip pile. After use, when this card is sent outside the battlefield, it returns to your hand if you have 7 or more cards in hand. You can only use a card with this name once per turn.			
Making a Choice	R5	R5-050.png	2				Surprise									Anytime	Draw 2 cards. Then send 1 card from your hand outside the battlefield.			
Pondering	R5	R5-051.png	3				Surprise									Anytime during your National Power Phase	Look at the top X cards of your deck, and add 1 of them to your hand. For each of the rest, place them on the top or bottom of the deck in any order you wish. X is the total "Leadership Lv" of all units of your army.			
Limitless Gamble	R5	R5-052.png	1				Surprise									Anytime during your Unit Step	Declare 1 card type, then reveal the top card of your deck. If the revealed card matches the declared type, you may sortie a "Myrmidon" class unit from your deck in addition to your normal sortie. When "Joshua" is sortied by this card's effect, you may place 1 energy chip on him from the used chip pile.			
Unfair Negotiation	R5	R5-053.png	2				Surprise									Anytime during your opponent's National Power Phase	Count the number of cards in your opponent's hand. Reveal that many cards from the top of your opponent's deck. Then, your opponent chooses 1 of the following effects: 1. Send all unit cards outside the battlefield. Return the remaining cards to the deck, then shuffle it. / 2. Send all cards other than unit cards outside the battlefield. Return the remaining cards to the deck, then shuffle it.			
Surprise Attack	R5	R5-054.png	2				Surprise									At the beginning of your or your opponent's Invasion Phase	Target 1 unit of your army. Until the end of the turn, reduce energy chips cost when attacking or counterattacking with a weapon by -2, and increase the damage dealt when attacking or counterattacking with magic by +1 as a damage modifier.			
The Divine Princess's Unifying Power	R5	R5-055.png	3				Surprise									At the beginning of your Invasion Phase	Target 1 unit of your army with "Leadership Lv". Until the end of the turn, the target unit gains the following special abilities: [Beautiful Princess of Peerless Beauty]: When a unit of your army belonging to the same nation as this unit would consume energy chips when attacking, they pay the cost from the top of the deck instead. If L'Arachel uses this, the chip cost is reduced by -1.			
Parental Heart	R5	R5-056.png	3				Surprise									Anytime during your National Power Phase	Target 1 unit of your army. You may select 1 weapon, magic, or item card from your hand and attach it to the target unit. You do not need to pay the chip cost required to attach it. If a unit card with a blood relationship with the target unit is outside the battlefield, you may place any number of used or unused chips on the target unit as energy chips.			
Break Through	R5	R5-057.png	4				Surprise									Anytime during your National Power Phase	Target all units of your army. Until the end of the turn, when a unit of your army attacks or counterattacks, negate all effects that reduce damage or reduce the number of attacks. If there is a unit of your army [Seize] on the field, you may send 4 cards from your deck and outside the battlefield outside the country. If you do, move 4 used chips to your unused chip pile.			
Strong Familial Love (Relationships)	R5	R5-058.png	2				Surprise									Anytime during your National Power Phase	Target 2 units of your army. Until the end of the turn, if the target units have a blood relationship, the target units gain the following ability: [Strong Familial Love]: Reduce the damage taken from attacks by -2 as a damage modifier. Increase the damage dealt by counterattacks by +3 as a damage modifier.			
Sudden Gift (Relationships)	R5	R5-059.png	1				Surprise									At the beginning of the target unit's Action Step	Target 1 unit of your army. The target unit is changed to the Standby state. Then, select 1 weapon or magic card from your deck that can be attached to 1 unit of your army that the target unit supports, and attach it to that unit. You do not need to pay the chip cost required to attach it.			
"I Still Love You" (Relationships)	R5	R5-060.png	2				Surprise									Anytime during your or your opponent's Invasion Phase	Target 1 unit of your army with a "Sacred Stone ability". Until the end of the turn, for each unit card outside the battlefield the target unit supports, increase the damage dealt by +1 and decrease the damage received by -1 as a damage modifier.			
Aggressive Recruitment (Relationships)	R5	R5-061.png	2				Surprise									Anytime during your opponent's National Power Phase	Target 1 unit of your army. Each enemy unit that target unit supports receives the following restrictions: If they move, they cannot attack. / If they do not move, they can perform an action.			
Bond That Resonates (Relationships)	R5	R5-062.png	1				Surprise									Anytime during your National Power Phase	Target 1 unit of your army with a support relationship. Reveal the top 8 cards of your deck. If any of the revealed cards are supported by the target unit, add them all to your hand. Place the rest on the bottom of your deck.			
Monster Invasion	R5	R5-063.png	1				Surprise									At the beginning of your Invasion Phase	Target all units of your army that are "Monster" class. Until the end of the turn, they gain the following special ability: [Monster of the Darkling Woods]: When the cost of an attack reduces the number of energy chips to 0, the unit doesn't withdraw, and instead place 1 used chip on it as an energy chip and place it in a Standby state.			
Monster Egg	R5	R5-064.png	2				Surprise									At the beginning of your opponent's Invasion Phase	Target all units of your army that are "Monster" class that are not on an enemy sortie square. Until the end of the turn, they gain the following special ability: [Created Evil]: When an enemy's attack reduces energy chips to 0, the unit does not withdraw, and instead place 1 chip from the used chip pile on it as an energy chip, and place it in a Standby state. They cannot counterattack while in this state.			
Resistance	R5	R5-065.png	1				Surprise									When an enemy declares an attack	Target 1 unit of your army. Place 1 chip from your used or unused chip pile on the target unit as an energy chip. If there is a unit of your army with "Leadership Lv" on the field, place 1 additional chip from your used chip pile on the target unit.			
Divine Knight's Pride	R5	R5-066.png	8 / 8	4 / 4	2 / 2	Paladin / General	Class	Sword S, Lance A / Sword A, Lance S, Axe A	Silver Sword / Silver Lance						Can be equipped to a Cavalier, [Master's Skill]: Reduce the cost of special abilities of the equipped unit by -1. / Can be equipped to an Armor Knight, [Pavise] (Energy X): Reduce the number of enemy attacks by -1. X is the base attack power of the weapon or magic used by the enemy unit.		The unit equipped with this card acquires the stats listed on the card. Special abilities are added.			
Master Swordsman	R5	R5-067.png	9 / 9	4 / 4	2 / 2	Swordmaster / Hero	Class	Sword S / Sword S, Axe A	Silver Sword / Silver Axe						Can be equipped to a Myrmidon, [Master's Skill]: Reduce the cost of special abilities of the equipped unit by -1. / Can be equipped to a Fighter or Mercenary, [Master's Skill]: Reduce the cost of special abilities of the equipped unit by -1.		The unit equipped with this card acquires the stats listed on the card. Special abilities are added.			
Proof of Valor	R5	R5-068.png	9 / 9	4 / 4	2 / 2	Warrior / Berserker	Class	Axe S, Bow A / Axe S	Silver Bow / Silver Axe						Can be equipped to a Fighter or Pirate, [Master's Skill]: Reduce the cost of special abilities of the equipped unit by -1. / Can be equipped to a Pirate, [Master's Skill]: Reduce the cost of special abilities of the equipped unit by -1.		The unit equipped with this card acquires the stats listed on the card. Special abilities are added.			
Elysian Whisper	R5	R5-069.png	8 / 8	4 / 4	2 / 2	Falcoknight / Wyvern Lord	Class	Sword A, Lance S / Sword A, Lance S	Silver Lance / Silver Lance						Can be equipped to a Pegasus Knight, [Master's Skill]: Reduce the cost of special abilities of the equipped unit by -1. / Can be equipped to a Wyvern Knight, [Master's Skill]: Reduce the cost of special abilities of the equipped unit by -1.		The unit equipped with this card acquires the stats listed on the card. Special abilities are added.			
Insightful Glimmer	R5	R5-070.png	8 / 8	4 / 4	2 / 2	Sage / Bishop	Class	Staff A, Anima S, Light A / Staff A, Light S	Fimbulvetr / Argent Aura						Can be equipped to a Mage, Monk, or Priest, [Master's Skill]: Reduce the cost of special abilities of the equipped unit by -1. / Can be equipped to a Monk, Priest, or Cleric, [Slayer]: Deals +2 damage vs. Monster-type units.		The unit equipped with this card acquires the stats listed on the card. Special abilities are added.			
Tower of Valni	R5	R5-071.png	3				Land										At the beginning of the Invasion Phase, deal 1 damage to all units in the same column as this land. Units belonging to "Kingdom of Frelia" do not receive damage. Only 1 can be placed by your army.			
Lagdou Ruins	R5	R5-072.png	3				Land										During the Unit Step, you may sortie a Monster on this land in addition to your normal sortie. When you do this, you may sortie it from your deck or outside the battlefield instead of your hand with 1 energy chip placed on it. If you do this, remove this land, and the sortied unit does not enter an actionable state at the beginning of this turn's Invasion Phase. If it was sortied from your deck, shuffle your deck.			
Ephraim (Lv15)	RS	RS-008.png	7	4	2	Great Lord	Male/Lance/Direct/Cavalry	Lance S	Siegmund: Deals +1 damage [Effective Attack]: +2 vs. Monsters	2		Father: Fado / Sister: Eirika / Support: Forde, Kyle		Sacred Stone [Fire]: Enemy units that take damage cannot counterattack.	[Split Off]: After an action, the unit can move to an adjacent space. / [Call for Military Support] (1 Energy): During the Unit Step, reveal the top card of your deck. If it's a unit which belongs to the same nation as this unit, you may sortie it in addition to your normal sortie.			Kingdom of Renais	Ephraim	
L'Arachel (Lv15)	RS	RS-009.png	6	2	2	Mage Knight	Female/Anima/Magic/Cavalry	Staff S / Anima A	Elfire	2		Support: Joshua, Ephraim		Sacred Stone [Light]: Can attack or counterattack within the range depicted. (Magic attack range).	[Split Off]: After an action, the unit can move to an adjacent space.			Rausten Theocracy	Larchel	
Lyon (Lv10)	RS	RS-010.png	7	4	2	Necromancer	Male/Dark/Magic/Infantry	Staff S / Dark S	Naglfar: Negates effects that reduce damage. Your opponent cannot attach item cards to this unit.	2		Father: Vigarde		Sacred Stone [Ice]: Negate damage received from the weapon triangle.	[Absolute Magic Zone] (Outside the Battlefield 4): During the Preparation Second, surprise cards cannot be used.			Grado Empire	Lyon	
Ephraim (Lv10) .	R6	r6-001.png	7	3	1	Lord	Male/Lance/Direct/Infantry	Lance A	Reginleif [Effective Attack]: +2 vs. Cavalry and Armor	1		Father: Fado / Sister: Eirika / Support: L'Arachel, Tana		Sacred Stone [Fire]: Enemy units that take damage cannot counterattack.	[Call for Military Support] (1 Energy): During the Unit Step, reveal the top card of your deck. If it's a unit which belongs to the same nation as this unit, you may sortie it in addition to your normal sortie. / [First Strike] (Outside the Battlefield 1): When an enemy unit moves adjacent to this unit, that unit receives 1 damage.			Kingdom of Renais	Ephraim	
Forde (Lv10)	R6	r6-002.png	7	3	1	Cavalier	Male/Sword/Direct/Cavalry	Sword B / Lance C	Shadowkiller [Effective Attack]: +2 vs. Monster			Brother: Franz / Support: Ephraim, Kyle		Sacred Stone [Wind]: Can move within the movement range of Flying units.	[Split Off]: After an action, the unit can move to an adjacent space.			Kingdom of Renais	Forde	
Kyle (Lv10)	R6	r6-003.png	7	3	1	Cavalier	Male/Lance/Direct/Cavalry	Sword C / Lance B	Bright Lance [Effective Attack]: +2 vs. Monster			Support: Ephraim, Forde		Sacred Stone [Ice]: Negate damage received from the weapon triangle.	[Split Off]: After an action, the unit can move to an adjacent space.			Kingdom of Renais	Kyle	
Orson (Lv10)	R6	r6-004.png	7	3	2	Paladin	Male/Sword/Direct/Cavalry	Sword A / Lance A	Silver Sword			Support: Monica		Sacred Stone [Dark]: Handsize limit +1	While this unit is on the field, the name of "Revenant" units of your army and outside the battlefield is changed to "Monica" (Monica is treated as a female unit (name in pink)). If there is a "Monica" of your army, this unit deals +2 damage, and receives -2 damage. If "Monica" of your army is defeated by an enemy unit's attack or counterattack, this unit is also defeated. / [Split Off]: After an action, the unit can move to an adjacent space.			Kingdom of Renais	Olsson	
Colm (Lv10)	R6	r6-005.png	4	2	1	Thief	Male/Sword/Direct/Infantry	Sword C	Iron Sword			Support: Neimi, Marisa		Sacred Stone [Light]: Can attack or counterattack within the range depicted. (Magic attack range).	[Sabotage]: When dealing damage, send up to 5 cards from your opponent's outside the battlefield outside the country. Then, reveal the top 5 cards of your opponent's deck, and send all of them that share a name with cards sent outside the country this way outside the battlefield (other than unit cards). Return the remaining cards to the deck and shuffle.			Kingdom of Renais	Coma	
Neimi (Lv10)	R6	r6-006.png	5	3	1	Archer	Female/Bow/Indirect/Infantry	Bow A	Beacon Bow [Effective Attack]: +2 vs. Monster			Support: Colm, Amelia		Sacred Stone [Fire]: Enemy units that take damage cannot counterattack.	[Sniping Preparations] (Energy 1): During your National Power Phase, select 1 square on the field. Until the end of the turn, the damage this unit deals to enemy units on the chosen square is +2.			Kingdom of Renais	Neimi	
Fado (Lv10)	R6	r6-007.png	8	5	2	General	Male/Axe/Direct/Infantry	Sword A / Lance A / Axe A	Silver Axe	3		Child: Ephraim, Eirika		Sacred Stone [Fire]: Enemy units that take damage cannot counterattack.	[Call for Military Support] (1 Energy): During the Unit Step, reveal the top card of your deck. If it's a unit which belongs to the same nation as this unit, you may sortie it in addition to your normal sortie. / [Heavy Knight Stance]: When in a standby state, receives -2 damage as a damage modifier.			Kingdom of Renais	Fado	
Syrene (Lv10)	R6	r6-008.png	7	3	2	Falcoknight	Female/Lance/Direct/Flying	Sword B / Lance A	Silver Lance			Sister: Vanessa / Support: Kyle		Sacred Stone [Thunder]: +1 maximum energy.	[Split Off]: After an action, the unit can move to an adjacent space.			Kingdom of Frelia	Syrene	
Tethys (Lv10)	R6	r6-009.png	5			Dancer	Female/Special/Infantry		Goddess Icon: At the start of the turn, move 1 used chip to the unused chip pile.			Brother: Ewan / Support: Ewan, Gerik, Marisa		Sacred Stone [Fire]: Enemy units that take damage cannot counterattack.			[Dance] (Energy 1): Instead of acting, put an adjacent unit actionable state. Cannot be used after moving.	Kingdom of Jehanna	Tethys	
Ismaire (Lv10)	R6	r6-010.png	7	4	2	Swordmaster	Female/Sword/Direct/Infantry	Sword A	Silver Sword	3		Child: Joshua		Sacred Stone [Wind]: Can move within the movement range of Flying units.	[Double Strike] (Outside the Battlefield 2): Number of attacks x2. Consumes the chips required for each attack. / [Call for Military Support] (1 Energy): During the Unit Step, reveal the top card of your deck. If it's a unit which belongs to the same nation as this unit, you may sortie it in addition to your normal sortie.			Kingdom of Jehanna	Ishumare	
L'Arachel (Lv10)	R6	r6-011.png	5	3		Troubadour	Female/Staff/Recovery/Cavalry	Staff A	Physic Staff	1		Support: Dozla, Rennac		Sacred Stone [Light]: Can attack or counterattack within the range depicted. (Magic attack range).	[Call for Military Support] (1 Energy): During the Unit Step, reveal the top card of your deck. If it's a unit which belongs to the same nation as this unit, you may sortie it in addition to your normal sortie. / [Justice and Order] When L'Arachel is adjacent to your sortie squares, you can use used chips to support during the support step. When adjacent to your opponent's sortie squares, Monster-type enemy unit's special abilities are negated.			Rausten Theocracy	Larchel	
Dozla (Lv10)	R6	r6-012.png	7	4	2	Berserker	Male/Axe/Direct/Infantry	Axe A	Fiendcleaver [Effective Attack]: +2 vs. Monster			Support: Myrrh		Sacred Stone [Thunder]: +1 maximum energy.	[Work Hard]: When there's a "L'Arachel" of your army, "Dozla" of your army deal +1 damage, and receive -1 damage.			Rausten Theocracy	Dozzla	
Rennac (Lv10)	R6	r6-013.png	5	3	2	Rogue	Male/Sword/Direct/Infantry	Sword A	Steel Sword			Support: Tethys		Sacred Stone [Dark]: Handsize limit +1	[Scout]: Sortie with 1 energy chip, one square in front of your sortie squares. It cannot be moved during that turn and cannot be the target for attacks. / [Pick] (Energy X): Instead of acting, select 1 land card in the same column as this unit and remove it. X is the selected land's chip requirement.			Rausten Theocracy	Rennac	
Ewan (Lv1)	R6	r6-014.png	4	2	1	Pupil	Male/Anima/Magic/Infantry	Anima C	Bolting			Sister: Tethys / Support: Amelia, Ross, Dozla		Sacred Stone [Light]: Can attack or counterattack within the range depicted. (Magic attack range).	[Great Mage] At the beginning of your or your opponent's Invasion Phase, you may return this unit to your hand and sortie "Ewan". This effect is treated the same as a Class Change after attack. / [Absolute Magic Zone] (Outside the Battlefield 4): During the Preparation Second, surprise cards cannot be used.				Ewan	
Natasha (Lv10)	R6	r6-015.png	5	2		Cleric	Female/Staff/Status/Infantry	Staff A	Silence Staff: Target unit is inflicted with the Silence status.			Support: Joshua, Knoll		Sacred Stone [Ice]: Negate damage received from the weapon triangle.	[Military Gains]: Whenever an attack from 1 unit of your army causes an enemy unit to withdraw, you may place up to 3 chips from your used or unused chip pile and place them on 1 of your units as energy chips.			Grado Empire	Natasha	
Duessel (Lv10)	R6	r6-016.png	7	3	2	Great Knight	Male/Axe/Direct/Cavalry	Sword A / Lance A / Axe A	Silver Axe	2		Support: Ephraim		Sacred Stone [Anima]: Can equip up to 2 weapon or magic cards.	[Obsidian]: All units of your army with weapon equipment rank and "Counterattack: 1" may declare a counterattack when receiving an enemy counterattack.			Grado Empire	Dussel	
Selena (Lv10)	R6	r6-017.png	6	2	2	Mage Knight	Female/Anima/Magic/Cavalry	Staff B / Anima A	Elfire	1				Sacred Stone [Thunder]: +1 maximum energy.	[Fluorspar]: If there is a "Vigarde" of your army, during your National Power Phase, declare 1 surprise card. Until the end of the turn, neither player may play that card. If there is an enemy "Vigarde", this unit cannot act.			Grado Empire	Celina	
Glen (Lv10)	R6	r6-018.png	8	4	2	Wyvern Lord	Male/Sword/Direct/Flying	Sword A / Lance A	Silver Sword	1		Brother: Cormag		Sacred Stone [Wind]: Can move within the movement range of Flying units.	[Split Off]: After an action, the unit can move to an adjacent space. / [Sunstone]: If there is a "Vigarde" of your army, the cost of attacking or counterattacking is reduced by -1.			Grado Empire	Glen	
Caellach (Lv10)	R6	r6-019.png	7	3	2	Hero	Male/Axe/Direct/Infantry	Sword A / Axe A	Tomahawk: Cannot perform indirect counterattacks with initial equipment					Sacred Stone [Thunder]: +1 maximum energy.	[First Strike] (Outside the Battlefield 1): When an enemy unit moves adjacent to this unit, that unit receives 1 damage. / [Ambition]: When an enemy unit with "Leadership Lv", [Command], [Seize], or [Call for Military Support] withdraws, send cards from the top of your opponent's deck to outside the country up to that unit's maximum energy.			Grado Empire	Cethelreda	
Myrrh (Lv10)	R6	r6-020.png	4	0	0	Manakete	Female/Breath/Flying		Dragonstone			Father: Morva / Support: Dozla		Sacred Stone [Wind]: Can move within the movement range of Flying units.	[Dragon Transformation]: Consumes +2 chips when attacking and +1 chip when counterattacking. Deals +5 damage, additional +2 damage dealt to Monster-type. Effects that reduce damage are negated. / [Dragonscales]: Damage received -2. Monster-type units cannot counterattack.				Myrrh	
Morva (Lv10)	R6	r6-021.png	5	0	0	Manakete	Male/Breath/Flying		Dragonstone			Child: Myrrh			[Dragon Transformation]: Consumes +2 chips when attacking and +1 chip when counterattacking. Deals +5 damage, additional +2 damage dealt to Monster-type. Effects that reduce damage are negated. / [Dragonscales] Damage received -2. Monster-type units cannot counterattack.				Morva	
Gorgon (Lv10)	R6	r6-022.png	5	1	1	Monster	Male/Soldier/Dark/Magic/Infantry	Dark A	Petrify: Units receiving damage receives the Stone status. / Torch: Can invade any land.						This unit is treated as having the [Dark] affinity.			Demon King's Army		
Cyclops (Lv10)	R6	r6-023.png	9	4	1	Monster	Male/Soldier/Axe/Direct/Infantry	Axe B	Hammer: [Effective Attack]: +2 vs. Armors / Angelic Robe						This unit is treated as having the [Dark] affinity.			Demon King's Army		
Mauthe Doog (Lv10)	R6	r6-024.png	6	3	1	Monster	Male/Soldier/Fang/Direct/Infantry		Fiery Fang: Negates effects that reduce damage. / Talisman: Magic damage received -1						This unit is treated as having the [Dark] affinity.			Demon King's Army		
